Id,SalePrice
1461,118882.1016
1462,161265.9063
1463,187771.4844
1464,184953.7969
1465,190188.8281
1466,174673.5313
1467,176349.3438
1468,162886.5469
1469,189859
1470,124151.5313
1471,198794.75
1472,94242.76563
1473,96443.28906
1474,153415.5781
1475,136270.9375
1476,387443.7813
1477,270990.2813
1478,283727.4063
1479,303707.3438
1480,446846.875
1481,345169.8438
1482,200920.4844
1483,173936.2969
1484,170460
1485,179073.8438
1486,188989.1719
1487,356087.6875
1488,234913.6875
1489,208651.1094
1490,215136.7188
1491,192282.125
1492,91664.59375
1493,189224.3438
1494,313081.9375
1495,304545
1496,228345
1497,180308.5469
1498,162435.4531
1499,160949.4063
1500,143216.9375
1501,172364.4219
1502,145406.125
1503,283652.75
1504,243702.4688
1505,222230.9063
1506,188193.6719
1507,248303.4688
1508,201036.2656
1509,164948.7656
1510,147770.3438
1511,146120.6406
1512,168441.6094
1513,139477
1514,172403.2344
1515,195908.2188
1516,160965.375
1517,160731.75
1518,135533.2188
1519,214968.75
1520,132639.125
1521,136059.2656
1522,174849.1875
1523,112438.5313
1524,122577.3906
1525,122852.7656
1526,120455.0703
1527,105513.7031
1528,130851.25
1529,152449.7656
1530,181432.8438
1531,103786.9453
1532,97858.78906
1533,141751.8438
1534,124480.0547
1535,158270
1536,103997.8828
1537,72247.45313
1538,166153.7188
1539,193788.1875
1540,91331.08594
1541,138120.6094
1542,146270.9531
1543,211785.3594
1544,71977.25
1545,101221.8438
1546,124662.8906
1547,125568.8906
1548,130496.8281
1549,109841.5156
1550,143019.5781
1551,112993.0938
1552,141697.7813
1553,165660.7031
1554,117948.0547
1555,163570.875
1556,83335.88281
1557,109296.4766
1558,91877.44531
1559,57090.23828
1560,144248.4219
1561,125839.5781
1562,130289.2813
1563,119870.2813
1564,159681.1875
1565,151743.2344
1566,229601.0469
1567,80144.59375
1568,225975.4375
1569,140308.5625
1570,130273.5
1571,128097.5625
1572,149885.7031
1573,253268.9375
1574,123686.4922
1575,221064.5
1576,219930.0313
1577,194031
1578,142668.7813
1579,144411.9375
1580,190831.2656
1581,149687.5781
1582,127990.4688
1583,329492.7813
1584,216887.3438
1585,142020.2969
1586,72950.13281
1587,98858.35156
1588,152949.7031
1589,96484.22656
1590,136665.0313
1591,96602.35938
1592,111445.6875
1593,126628.4766
1594,122051.0703
1595,115378.3984
1596,234194.5313
1597,188245.1875
1598,211243.75
1599,180117.6094
1600,170215.0313
1601,71477.07031
1602,106434.7109
1603,75457.02344
1604,273977.375
1605,242601.2344
1606,167670.0625
1607,161389.7656
1608,220078.5781
1609,199234.5
1610,149855.6875
1611,138355.8125
1612,158884.4531
1613,155228.5938
1614,123198.2891
1615,87018.875
1616,72118.78906
1617,92123.99219
1618,125613.9219
1619,144436.5938
1620,160999.1406
1621,136735.1563
1622,137660.0938
1623,274195.375
1624,199439.8125
1625,127092.0859
1626,167300.1406
1627,183830.6406
1628,289245.0938
1629,181355.5156
1630,370705.8438
1631,221791.7813
1632,252786.5625
1633,169700.4063
1634,180666.7344
1635,176475.6875
1636,155797.3594
1637,194668.0469
1638,192681.2031
1639,184093.4531
1640,245515.2656
1641,186202.75
1642,217408.3906
1643,224576.1875
1644,227321.625
1645,186570.3438
1646,157445.6094
1647,167111.9688
1648,134223.125
1649,134117.2969
1650,119498.1875
1651,123777.4766
1652,96462.05469
1653,95466.14844
1654,155318.0313
1655,157895.8125
1656,147507.8906
1657,155691.3125
1658,147781.625
1659,140298.6563
1660,150010.9688
1661,438353.2813
1662,445092.0625
1663,404297.3125
1664,378437.5938
1665,296788.2813
1666,319880.8125
1667,351481.3125
1668,319856.7188
1669,293602.0313
1670,359665.8438
1671,248264.875
1672,440635.9063
1673,301271.75
1674,247334.2344
1675,181322.6563
1676,180772.2188
1677,218311.5625
1678,438220.7813
1679,395843.9063
1680,330764.7188
1681,233028.2188
1682,320998.0625
1683,175575.7188
1684,178049.5469
1685,173161.5469
1686,172078.1563
1687,168982.0625
1688,186492.7969
1689,192478.8125
1690,192733.0313
1691,176358.5938
1692,290945.7188
1693,163451.2656
1694,185463.9063
1695,168329.3594
1696,287831.8125
1697,172099
1698,377555.125
1699,324404.25
1700,240206.7188
1701,269583.6563
1702,255659.5313
1703,246706.1875
1704,284042.8125
1705,217987.8438
1706,362301.8438
1707,212261.9531
1708,203974.2188
1709,269392.9375
1710,214867.7031
1711,267755.5
1712,273682.7813
1713,267044.5313
1714,223221.1563
1715,203352.6875
1716,189164.9844
1717,181129.2656
1718,136074.7188
1719,196393.8438
1720,254474.8906
1721,176031.2656
1722,125618.8359
1723,155024.2813
1724,217360.9063
1725,241437.5
1726,179459.5313
1727,154723.4219
1728,174212.7031
1729,164009.7969
1730,156147.9688
1731,124188.7109
1732,129817.4766
1733,120338.875
1734,121118.4609
1735,131773.8125
1736,116140.5781
1737,315621.1563
1738,207540.1563
1739,266067.5938
1740,206374.4844
1741,189886.5313
1742,172364.4219
1743,176380.125
1744,297293.0625
1745,215058.1563
1746,185936.5781
1747,216791.8125
1748,229714.0625
1749,148096.9531
1750,128949.4219
1751,242237.8125
1752,123174.2031
1753,146794.5781
1754,203731.0156
1755,166259.4531
1756,128556.0078
1757,121018.9375
1758,136774.4219
1759,158072.2344
1760,166715.4531
1761,143259.2813
1762,183162.5
1763,176491.3438
1764,114794.1641
1765,158148.3906
1766,178113.9219
1767,223695.7344
1768,148675.4531
1769,181924.2188
1770,145990.2656
1771,130067.7969
1772,137675.7031
1773,129917.2969
1774,144788
1775,141670.2031
1776,123001.2969
1777,111380.9844
1778,134901.9844
1779,114739
1780,187915.1563
1781,134616.5469
1782,95429.82813
1783,134567.125
1784,99368.58594
1785,118075.1172
1786,144581.2969
1787,164483.4844
1788,51311.70313
1789,102112.3047
1790,76567.94531
1791,172130.1875
1792,154286.3906
1793,129941.4609
1794,142252.9063
1795,134033.0469
1796,119925.7422
1797,112529.4922
1798,125604.5781
1799,112954.0938
1800,124652.7813
1801,121997.3047
1802,142359.4531
1803,150928.9375
1804,139289.1719
1805,139236.3125
1806,118435.5547
1807,130864.6016
1808,123409.6016
1809,115014.7578
1810,154203.2813
1811,93037.46094
1812,98256.42188
1813,117655.0625
1814,97766.53906
1815,50422.16797
1816,89378.125
1817,114714.3828
1818,134474.125
1819,118897.7422
1820,49255.71484
1821,110770.8203
1822,166565.75
1823,36684.59375
1824,136807.0313
1825,130768.6641
1826,95601.07813
1827,103061.4922
1828,140213.0469
1829,108350.9141
1830,138994.1875
1831,158741.625
1832,77392.90625
1833,139662.0156
1834,119613.6875
1835,132065.4375
1836,129492.3984
1837,85535.05469
1838,118018.1563
1839,80545.03125
1840,153460.5
1841,141423.4531
1842,74126.01563
1843,128729.6094
1844,140074.1875
1845,130817.3125
1846,150285.7656
1847,151969.7344
1848,54273.08203
1849,115444.2109
1850,122039.3125
1851,162924.9219
1852,130486.75
1853,129032.2109
1854,177817.9219
1855,131101.5625
1856,216935.5469
1857,149655.7344
1858,133965.5625
1859,125759.1953
1860,145774.0781
1861,125759.1953
1862,350317.75
1863,338555
1864,338555
1865,314568.8125
1866,331762.6875
1867,237266.0781
1868,301190.4688
1869,203012.2344
1870,230082.1875
1871,258066.7813
1872,170929.9688
1873,232004.6406
1874,148607.2656
1875,208230.0781
1876,187659.9531
1877,211071.7813
1878,193088.6563
1879,130517.4922
1880,138999.3594
1881,242330.6875
1882,257652.4219
1883,185015.5469
1884,198486.3438
1885,259457.3594
1886,320971.4375
1887,201880.6563
1888,277008.4688
1889,157757.0313
1890,118710.9141
1891,137755.9531
1892,105110.7578
1893,123929.0156
1894,129053.3828
1895,135451.1719
1896,127265.2813
1897,102480.4844
1898,109017.5859
1899,153590.9531
1900,162233.4063
1901,165947.5469
1902,141760.8906
1903,223446.9219
1904,152332.4844
1905,198268.2031
1906,153627.7344
1907,194955.8281
1908,116263.1484
1909,141314.1094
1910,124118.3828
1911,215397.6563
1912,319913.4688
1913,145679.7031
1914,48975.55859
1915,303650.875
1916,62010.32422
1917,277542.0938
1918,138412.0313
1919,158779.3281
1920,137016.9844
1921,420042.0625
1922,330882.0625
1923,211518.5156
1924,216255.9531
1925,196286.7344
1926,399036.0625
1927,136530.1875
1928,161660.4219
1929,121628.1172
1930,128098.0547
1931,140834.875
1932,139833.9375
1933,172527.7344
1934,177208.2969
1935,171222.3281
1936,189268.0156
